,Diabetes,HIV prevalence rate,Infant mortality,Poor or fair health,Premature age-adjusted mortality,Access to exercise opportunities,Adult obesity,Adult smoking,Excessive drinking,Sexually transmitted infections,Could not see doctor due to cost,Dentists,Diabetic screening,Health care costs,Mental health providers,Preventable hospital stays,Primary care physicians,Uninsured,Children in poverty,Children in single-parent households,High school graduation,Income inequality,Median household income,Social associations,Some college,Unemployment,Violent crime,Air pollution - particulate matter,Drinking water violations,Severe housing problems,2011 population estimate,Population that is not proficient in English
29195,0.123,65.0,12.8,0.16,382.0,0.519,0.393,0.29,0.178,287.1,0.168,30.0,0.9,9741.0,99.0,109.0,60.0,0.175,0.285,0.392,0.853,3.948,38230.0,14.568,0.522,0.055,210.55,9.58,0.307,0.137,23252,0.017
48255,0.094,146.0,7.0,0.165,446.9,0.622,0.279,0.2075,0.1625,269.2,0.148,27.0,0.8,10829.0,92.0,88.17,26.0,0.202,0.291,0.386,0.848,6.498,43413.0,13.129,0.36,0.058,194.99,8.48,0.03,0.143,15081,0.059
37117,0.155,329.1,13.2,0.221,445.3,0.579,0.358,0.118,0.1625,697.0,0.167,21.0,0.85,10047.0,114.0,91.84,46.0,0.192,0.359,0.398,0.74,5.179,34761.0,15.442,0.56,0.096,461.07,11.68,0.0,0.175,23699,0.012
5019,0.119,146.0,7.0,0.219,509.9,0.771,0.325,0.119,0.1625,972.3,0.144,44.0,0.82,8432.0,202.0,53.14,48.0,0.185,0.311,0.367,0.842,5.535,36517.0,17.44,0.588,0.09,390.69,11.47,0.021,0.167,22743,0.006
39043,0.112,91.0,6.9,0.195,354.4,0.814,0.294,0.196,0.205,509.2,0.097,63.0,0.85,10410.0,189.0,71.95,75.0,0.128,0.227,0.367,0.889,4.372,46495.0,14.398,0.608,0.075,245.09,13.45,0.127,0.135,76048,0.003
15000,0.083,202.0,6.1,0.138,277.1,0.931,0.225,0.153,0.195,455.4,0.074,82.0,0.85,7041.0,210.0,28.19,84.0,0.078,0.144,0.299,0.813,4.291,67798.0,6.708,0.67,0.048,263.46,11.93,0.229,0.278,1404054,0.047
31151,0.088,103.0,7.0,0.131,333.5,0.675,0.319,0.138,0.183,171.7,0.101,42.0,0.86,9618.0,76.0,50.78,55.0,0.155,0.149,0.244,0.844,3.818,49047.0,12.365,0.576,0.038,137.3,9.98,0.0,0.112,14416,0.077
54009,0.147,29.8,7.0,0.19,472.4,0.501,0.34,0.266,0.146,121.6,0.168,17.0,0.81,11709.0,8.0,88.34,25.0,0.154,0.23,0.338,0.89,4.167,43719.0,15.092,0.605,0.084,92.88,14.0,0.0,0.084,23737,0.0
40047,0.108,79.5,11.4,0.143,435.7,0.551,0.353,0.235,0.15,429.8,0.148,53.0,0.83,9566.0,416.0,71.04,57.0,0.213,0.205,0.335,0.832,4.01,47961.0,14.382,0.557,0.037,347.28,10.17,0.404,0.114,62267,0.025
6097,0.064,297.7,4.1,0.144,258.0,0.944,0.224,0.14,0.217,316.0,0.143,86.0,0.82,7735.0,342.0,30.85,97.0,0.179,0.16,0.289,0.849,4.476,61020.0,7.096,0.616,0.067,366.28,7.18,0.005,0.248,495025,0.06
20121,0.093,33.8,7.0,0.132,339.6,0.664,0.35,0.147,0.144,156.4,0.128,24.0,0.89,9376.0,125.0,58.28,49.0,0.106,0.126,0.288,0.657,4.081,59706.0,13.185,0.714,0.057,182.44,8.49,0.0,0.132,32835,0.003
5045,0.106,90.6,6.9,0.173,373.3,0.714,0.3,0.18,0.148,423.7,0.112,37.0,0.86,9099.0,94.0,53.63,50.0,0.167,0.197,0.305,0.881,4.398,49936.0,9.014,0.656,0.07,299.61,11.9,0.117,0.152,119580,0.007
19071,0.099,103.0,7.0,0.125,406.7,0.611,0.332,0.169,0.121,167.9,0.148,14.0,0.8,9269.0,14.0,82.62,42.0,0.093,0.196,0.334,0.848,3.959,50934.0,8.395,0.552,0.042,205.76,8.54,0.0,0.093,7080,0.0
22109,0.13,171.3,8.4,0.23,461.8,0.848,0.387,0.239,0.191,661.3,0.168,42.0,0.83,10316.0,115.0,72.62,41.0,0.216,0.232,0.408,0.77,4.782,51716.0,5.898,0.426,0.043,462.76,11.58,0.357,0.151,112749,0.01
46121,0.163,103.0,11.7,0.202,878.2,0.128,0.403,0.394,0.202,1760.2,0.14,30.0,0.32,11349.0,50.0,166.12,20.0,0.177,0.511,0.662,0.494,4.883,30549.0,6.035,0.56,0.088,205.76,11.76,0.012,0.32,9982,0.002
13257,0.141,54.1,7.0,0.192,509.4,0.908,0.302,0.18,0.1625,359.2,0.159,35.0,0.9,9916.0,51.0,75.04,66.0,0.192,0.311,0.322,0.86,4.524,36318.0,17.381,0.44,0.079,281.25,13.26,0.0,0.176,25683,0.003
51678,0.093,90.1,7.0,0.165,417.1,0.8,0.292,0.2075,0.1625,385.8,0.148,112.0,0.85,9441.0,460.0,65.31,50.5,0.174,0.147,0.354,0.848,6.069,41521.0,31.438,0.616,0.101,37.66,12.93,0.012,0.209,7170,0.016
28049,0.133,1091.3,11.8,0.209,463.4,0.78,0.36,0.213,0.135,1237.9,0.204,87.0,0.8,9654.0,203.0,62.09,80.0,0.206,0.403,0.589,0.687,5.356,34826.0,14.519,0.63,0.078,731.97,11.84,0.012,0.206,244899,0.005
5075,0.121,103.0,7.0,0.249,506.8,0.416,0.334,0.163,0.1625,446.7,0.148,24.0,0.83,11110.0,194.0,111.75,35.0,0.209,0.336,0.279,0.886,4.344,34740.0,10.581,0.457,0.092,149.41,12.4,0.022,0.145,17011,0.0
42121,0.114,33.2,6.5,0.186,393.3,0.656,0.329,0.26,0.155,278.2,0.079,37.0,0.87,10286.0,102.0,78.09,68.0,0.121,0.25,0.37,0.89,3.912,41736.0,20.637,0.511,0.079,134.61,13.77,0.12,0.115,53907,0.002
12000,0.105,592.7,7.0,0.159,329.4,0.928,0.258,0.18,0.159,401.9,0.167,53.0,0.85,11163.0,134.0,59.32,70.0,0.241,0.248,0.377,0.745,4.632,46021.0,7.26,0.601,0.072,514.31,11.37,0.062,0.225,19552860,0.064
46035,0.088,103.0,7.0,0.111,310.2,0.796,0.33,0.142,0.133,364.2,0.065,71.0,0.87,7727.0,121.0,58.05,91.0,0.127,0.15,0.274,0.921,4.163,47506.0,16.693,0.722,0.03,216.52,11.61,0.0,0.124,19823,0.011
1027,0.149,143.7,7.0,0.286,490.8,0.211,0.374,0.262,0.1625,454.0,0.223,15.0,0.82,9934.0,7.0,107.77,37.0,0.188,0.289,0.372,0.775,5.057,33344.0,8.932,0.468,0.082,313.03,12.92,0.079,0.147,13486,0.011
29161,0.114,46.3,6.5,0.221,419.1,0.646,0.315,0.267,0.143,242.3,0.141,42.0,0.81,9571.0,254.0,58.88,104.0,0.179,0.23,0.275,0.873,4.55,38930.0,13.559,0.628,0.059,315.68,10.22,0.012,0.145,44807,0.004
29157,0.111,103.0,7.0,0.184,320.7,0.401,0.307,0.164,0.189,157.7,0.148,37.0,0.88,10521.0,52.0,60.02,37.0,0.155,0.175,0.272,0.925,3.744,53798.0,14.723,0.492,0.046,168.16,12.23,0.386,0.11,19072,0.006
12057,0.106,558.2,8.3,0.166,345.2,0.952,0.261,0.183,0.186,555.5,0.176,51.0,0.83,11350.0,155.0,61.3,78.0,0.216,0.24,0.385,0.73,4.788,49510.0,7.545,0.636,0.07,394.33,10.94,0.02,0.209,1291578,0.054
39081,0.149,77.7,7.3,0.252,507.2,0.625,0.333,0.293,0.195,286.6,0.15,41.0,0.8,12186.0,116.0,102.18,41.0,0.138,0.267,0.36,0.902,4.624,38074.0,19.155,0.61,0.102,174.03,14.02,0.0,0.117,67964,0.003
6051,0.068,58.5,7.0,0.165,148.5,0.889,0.216,0.2075,0.259,188.2,0.148,36.0,0.82,7375.0,178.0,20.61,56.0,0.228,0.187,0.256,0.824,3.266,55107.0,6.97,0.571,0.086,353.38,11.02,0.073,0.258,14074,0.07
48323,0.091,95.3,4.0,0.257,301.0,0.737,0.304,0.124,0.095,431.7,0.269,20.0,0.83,11874.0,27.0,112.87,31.0,0.343,0.348,0.333,0.85,5.338,32073.0,4.515,0.444,0.126,291.75,8.98,0.015,0.272,55932,0.268
46115,0.096,103.0,7.0,0.123,343.2,0.432,0.322,0.171,0.243,60.5,0.148,61.0,0.89,9552.0,15.0,99.13,45.0,0.133,0.149,0.206,0.848,4.351,50274.0,25.715,0.594,0.037,154.23,10.64,0.014,0.083,6610,0.011
10005,0.118,287.1,7.3,0.146,329.0,0.745,0.307,0.198,0.179,367.8,0.108,23.0,0.87,9476.0,151.0,50.61,50.0,0.123,0.246,0.401,0.82,4.08,50207.0,11.112,0.49,0.067,489.61,11.84,0.013,0.161,206649,0.032
53059,0.083,103.0,7.0,0.17,327.4,0.933,0.31,0.182,0.197,268.2,0.123,9.0,0.83,8084.0,98.0,45.95,50.5,0.158,0.206,0.241,0.775,5.103,52967.0,4.469,0.658,0.107,104.35,10.06,0.0,0.177,11274,0.011
1013,0.161,219.8,7.0,0.199,528.1,0.501,0.384,0.305,0.109,738.7,0.185,25.0,0.86,11378.0,25.0,116.92,34.0,0.166,0.398,0.512,0.66,5.1,31041.0,11.819,0.444,0.093,483.04,12.82,0.503,0.178,20265,0.002
37121,0.126,118.9,7.0,0.196,409.4,1.0,0.304,0.26,0.1625,97.6,0.172,39.0,0.87,9123.0,104.0,79.67,78.0,0.18,0.294,0.345,0.825,4.71,38303.0,20.822,0.553,0.106,205.76,13.04,0.0,0.126,15328,0.005
36115,0.102,325.2,7.4,0.163,335.7,0.636,0.29,0.281,0.123,239.9,0.128,22.0,0.88,8352.0,103.0,70.37,37.0,0.113,0.217,0.342,0.782,4.043,48522.0,10.169,0.458,0.071,138.26,10.89,0.074,0.156,63093,0.005
1119,0.164,292.2,7.0,0.277,506.0,0.341,0.404,0.17,0.1625,1303.3,0.17,15.0,0.78,10726.0,22.0,79.57,37.0,0.172,0.488,0.596,0.73,5.659,24504.0,11.916,0.533,0.099,437.39,12.85,0.484,0.244,13361,0.006
21123,0.134,103.0,7.0,0.198,406.3,0.608,0.305,0.271,0.1625,318.0,0.26,21.0,0.82,10308.0,14.0,105.75,7.0,0.177,0.271,0.377,0.987,4.334,41537.0,17.667,0.445,0.074,51.36,13.52,0.0,0.122,14064,0.004
13069,0.115,261.7,8.3,0.212,476.6,0.576,0.322,0.215,0.117,386.8,0.27,30.0,0.8,11588.0,14.0,139.38,60.0,0.251,0.381,0.398,0.71,4.713,33615.0,9.961,0.385,0.115,341.24,12.47,0.0,0.166,43220,0.014
12047,0.145,934.4,7.0,0.263,435.5,0.726,0.386,0.211,0.106,727.5,0.204,14.0,0.85,10086.0,7.0,104.48,20.0,0.206,0.405,0.471,0.575,4.828,33836.0,6.799,0.306,0.088,414.14,12.03,0.0,0.157,14354,0.02
12123,0.137,498.3,11.3,0.24,451.7,0.605,0.365,0.291,0.138,532.0,0.199,48.0,0.86,9394.0,18.0,59.17,48.0,0.193,0.329,0.492,0.625,4.262,38370.0,14.949,0.377,0.082,689.56,11.84,0.113,0.117,22857,0.006
18075,0.127,62.3,7.0,0.203,428.3,0.31,0.347,0.256,0.102,210.6,0.179,28.0,0.82,9832.0,61.0,81.31,28.0,0.168,0.272,0.306,0.93,3.701,41847.0,21.998,0.432,0.069,85.49,13.48,0.0,0.112,21330,0.006
54073,0.136,103.0,7.0,0.127,419.8,0.647,0.375,0.233,0.1625,158.0,0.15,53.0,0.83,10996.0,53.0,99.02,39.0,0.149,0.203,0.242,0.925,4.515,43172.0,15.8,0.515,0.071,52.17,13.42,0.0,0.08,7577,0.0
27077,0.088,103.0,7.0,0.165,269.7,0.468,0.287,0.2075,0.1625,151.0,0.148,25.0,0.88,8507.0,51.0,59.1,50.0,0.111,0.199,0.243,0.848,3.643,42644.0,32.721,0.551,0.058,57.59,11.87,0.0,0.133,3929,0.0
46039,0.087,103.0,7.0,0.134,258.9,0.505,0.338,0.192,0.22,182.6,0.158,23.0,0.92,9454.0,92.0,62.51,23.0,0.144,0.13,0.154,0.848,3.166,52527.0,22.831,0.58,0.051,30.33,12.24,0.0,0.106,4320,0.013
37197,0.097,79.4,9.7,0.207,373.8,0.553,0.301,0.255,0.1625,168.0,0.158,18.0,0.9,10998.0,60.0,84.9,29.0,0.201,0.271,0.273,0.82,4.622,40998.0,14.704,0.492,0.071,289.8,12.83,0.021,0.123,38038,0.02
8109,0.06,152.6,7.0,0.21,251.8,0.486,0.222,0.152,0.1625,293.0,0.239,16.0,0.81,6182.0,64.0,42.69,79.0,0.307,0.43,0.423,0.848,4.274,35310.0,11.104,0.506,0.104,241.47,12.18,0.011,0.212,6208,0.063
20103,0.091,178.8,6.1,0.109,340.8,0.851,0.311,0.183,0.168,334.5,0.093,36.0,0.78,9314.0,188.0,68.43,41.0,0.107,0.137,0.269,0.891,4.376,65424.0,7.718,0.647,0.066,455.52,8.42,0.0,0.122,78185,0.009
45049,0.17,593.5,10.9,0.229,488.8,0.371,0.434,0.189,0.107,815.4,0.239,29.0,0.83,9887.0,69.0,72.67,43.0,0.2,0.369,0.453,0.717,6.193,32941.0,13.992,0.416,0.103,770.64,12.66,0.007,0.166,20408,0.014
41039,0.086,90.0,5.8,0.142,323.1,0.913,0.281,0.175,0.169,416.6,0.146,65.0,0.85,7082.0,591.0,35.55,88.0,0.177,0.244,0.334,0.66,4.928,43778.0,10.549,0.686,0.076,262.35,7.99,0.0,0.207,356212,0.014
34041,0.091,120.7,4.0,0.134,299.3,0.955,0.266,0.186,0.163,121.7,0.118,67.0,0.83,10645.0,154.0,67.11,63.0,0.125,0.116,0.228,0.905,4.114,68011.0,9.568,0.636,0.07,93.38,11.48,0.002,0.164,107379,0.02
41035,0.097,48.9,8.0,0.176,400.6,0.702,0.291,0.226,0.136,329.2,0.187,82.0,0.82,7290.0,222.0,39.39,79.0,0.203,0.268,0.358,0.671,4.664,37542.0,11.986,0.581,0.107,233.64,8.44,0.003,0.189,65910,0.023
45055,0.119,297.8,6.2,0.15,436.0,0.604,0.309,0.222,0.13,498.9,0.142,26.0,0.86,9380.0,98.0,68.24,51.0,0.2,0.258,0.331,0.79,4.612,44787.0,12.672,0.587,0.067,492.04,12.36,0.0,0.129,62516,0.009
30037,0.095,103.0,7.0,0.165,376.65,0.012,0.272,0.2075,0.167,293.0,0.148,0.0,0.85,7015.0,0.0,65.31,119.0,0.307,0.315,0.441,0.848,3.921,36747.0,0.0,0.463,0.042,229.62,11.01,0.0,0.101,859,0.0
24043,0.118,458.0,5.5,0.148,359.0,0.815,0.326,0.206,0.153,328.5,0.1,57.0,0.86,9165.0,193.0,53.3,58.0,0.118,0.172,0.333,0.9,4.432,55643.0,12.803,0.552,0.08,287.74,12.92,0.001,0.145,149588,0.011
36057,0.092,164.1,6.7,0.122,334.7,0.456,0.272,0.306,0.177,262.3,0.13,62.0,0.84,8285.0,82.0,62.23,62.0,0.113,0.285,0.39,0.709,4.615,43880.0,10.613,0.549,0.091,129.19,11.3,0.0,0.16,49897,0.022
8035,0.045,43.8,3.9,0.067,169.3,0.987,0.163,0.083,0.176,170.7,0.086,65.0,0.86,9488.0,79.0,32.71,72.0,0.075,0.038,0.146,0.87,3.282,105192.0,5.835,0.863,0.054,114.32,12.94,0.001,0.108,305963,0.01
30019,0.087,103.0,7.0,0.165,376.65,0.629,0.259,0.142,0.283,293.0,0.148,56.0,0.85,8210.0,92.0,30.79,112.0,0.184,0.105,0.175,0.848,4.118,51400.0,22.396,0.824,0.044,170.04,10.47,0.0,0.125,1791,0.0
24037,0.092,110.5,6.9,0.122,313.9,0.712,0.292,0.193,0.186,277.1,0.081,48.0,0.86,9949.0,110.0,74.42,37.0,0.085,0.117,0.24,0.88,3.737,78274.0,7.065,0.686,0.058,266.09,12.4,0.005,0.139,109633,0.007
51171,0.117,48.1,7.0,0.13,313.0,0.647,0.267,0.206,0.148,202.0,0.114,28.0,0.85,8535.0,42.0,78.82,49.0,0.173,0.18,0.304,0.9,4.221,47874.0,15.264,0.496,0.059,94.31,12.94,0.0,0.139,42684,0.014
45083,0.123,240.2,8.0,0.169,435.0,0.742,0.293,0.195,0.116,533.3,0.179,47.0,0.88,9479.0,84.0,64.28,65.0,0.203,0.269,0.363,0.79,4.789,42638.0,13.541,0.571,0.073,483.73,12.87,0.049,0.137,290969,0.023
13195,0.116,51.9,7.0,0.24,466.0,0.333,0.309,0.254,0.152,404.7,0.168,4.0,0.87,9734.0,7.0,69.31,18.0,0.218,0.27,0.294,0.74,4.061,43611.0,11.102,0.419,0.058,497.35,13.17,0.0,0.129,28057,0.014
26143,0.157,49.2,7.0,0.242,422.9,0.973,0.323,0.258,0.221,190.8,0.186,46.0,0.91,10190.0,83.0,56.98,33.0,0.163,0.398,0.487,0.703,3.857,31690.0,14.934,0.545,0.125,199.15,11.43,0.338,0.189,24014,0.002
42123,0.124,67.3,9.1,0.167,336.0,0.721,0.32,0.269,0.215,192.0,0.117,37.0,0.84,8887.0,105.0,64.92,61.0,0.121,0.231,0.26,0.876,4.037,42043.0,19.929,0.531,0.062,249.86,13.39,0.016,0.108,40885,0.003
20073,0.11,103.0,7.0,0.207,476.1,0.67,0.34,0.214,0.121,139.4,0.073,31.0,0.8,11287.0,16.0,74.82,46.0,0.146,0.23,0.377,0.848,4.287,35803.0,20.143,0.604,0.054,154.24,8.69,0.129,0.11,6424,0.0
22113,0.118,179.5,6.3,0.167,422.1,0.638,0.324,0.238,0.21,393.4,0.156,25.0,0.83,10120.0,17.0,82.84,34.0,0.206,0.266,0.399,0.82,5.566,43434.0,6.812,0.4,0.055,568.66,10.67,0.368,0.118,59253,0.018
48197,0.118,103.0,7.0,0.165,262.6,0.683,0.302,0.2075,0.1625,367.5,0.148,75.0,0.75,13300.0,75.0,139.99,122.0,0.261,0.311,0.356,0.848,5.14,36726.0,22.048,0.36,0.049,126.94,9.7,0.187,0.175,4016,0.021
51650,0.125,480.4,9.5,0.126,382.3,0.91,0.331,0.191,0.156,991.7,0.135,61.0,0.83,8646.0,200.0,44.96,42.0,0.137,0.223,0.466,0.8,4.268,45293.0,10.962,0.681,0.07,266.88,11.93,0.012,0.213,136699,0.011
36087,0.103,282.0,4.4,0.119,227.5,0.953,0.236,0.085,0.114,260.6,0.133,100.0,0.89,10350.0,233.0,52.01,96.0,0.108,0.246,0.164,0.873,4.96,80132.0,9.85,0.659,0.059,159.51,10.94,0.451,0.253,320903,0.082
35000,0.079,144.6,5.9,0.172,360.0,0.751,0.235,0.187,0.137,570.5,0.16,57.0,0.74,7775.0,339.0,50.11,74.0,0.215,0.301,0.398,0.705,5.075,44026.0,8.132,0.586,0.069,571.48,9.95,0.075,0.173,2085287,0.049
20079,0.097,41.9,7.0,0.118,317.8,0.775,0.338,0.1,0.098,261.1,0.083,58.0,0.9,8294.0,314.0,37.73,86.0,0.134,0.151,0.223,0.873,4.338,54135.0,19.798,0.623,0.051,359.65,9.93,0.0,0.107,34741,0.026
5071,0.121,27.5,7.0,0.253,431.3,0.526,0.324,0.244,0.112,374.5,0.196,35.0,0.84,8350.0,236.0,66.72,62.0,0.236,0.325,0.262,0.892,4.282,33634.0,7.722,0.384,0.076,208.78,11.44,0.0,0.14,25846,0.02
36123,0.095,51.7,7.0,0.165,305.2,0.522,0.258,0.248,0.147,236.7,0.148,36.0,0.89,6919.0,72.0,58.76,51.0,0.141,0.273,0.266,0.841,4.194,45509.0,15.388,0.46,0.061,66.75,12.27,0.203,0.162,25156,0.012
12033,0.123,450.5,9.1,0.198,441.6,0.868,0.296,0.219,0.152,603.2,0.159,55.0,0.8,10245.0,139.0,57.77,68.0,0.199,0.296,0.432,0.62,4.513,42742.0,8.985,0.635,0.073,772.53,13.03,0.0,0.194,305817,0.01
56023,0.078,34.3,7.0,0.122,297.9,0.657,0.231,0.134,0.141,83.5,0.112,54.0,0.76,7725.0,98.0,28.12,72.0,0.163,0.117,0.163,0.849,3.549,67256.0,7.795,0.608,0.059,120.59,10.91,0.077,0.108,18364,0.002
31027,0.094,103.0,7.0,0.098,214.8,0.527,0.269,0.122,0.258,293.0,0.078,46.0,0.84,8263.0,11.0,61.94,11.0,0.133,0.131,0.18,0.848,4.167,56300.0,20.581,0.707,0.029,45.16,11.58,0.616,0.108,8711,0.002
51580,0.11,178.5,7.0,0.165,446.2,1.0,0.294,0.2075,0.1625,467.9,0.148,52.0,0.85,9441.0,172.0,65.31,69.0,0.154,0.248,0.453,0.775,4.145,33904.0,43.32,0.411,0.09,255.6,13.06,0.012,0.132,5818,0.0
50017,0.08,49.6,7.0,0.115,284.6,0.616,0.275,0.192,0.207,204.0,0.101,35.0,0.86,7087.0,256.0,49.75,69.0,0.088,0.172,0.311,0.818,3.872,51348.0,11.409,0.574,0.042,64.45,10.6,0.039,0.144,28915,0.002
19057,0.126,64.7,5.8,0.158,366.2,0.839,0.323,0.208,0.192,453.6,0.122,67.0,0.9,8419.0,106.0,56.81,64.0,0.091,0.222,0.365,0.814,4.118,42882.0,18.344,0.656,0.06,476.13,10.71,0.038,0.148,40480,0.005
51113,0.112,106.1,7.0,0.165,330.8,0.457,0.322,0.312,0.1625,159.1,0.148,30.0,0.92,7783.0,23.0,48.72,61.0,0.181,0.185,0.332,0.925,4.608,51805.0,11.364,0.503,0.043,89.8,12.8,0.036,0.138,13200,0.0
8045,0.058,78.4,4.6,0.165,246.5,0.874,0.198,0.184,0.183,331.9,0.201,68.0,0.9,7598.0,181.0,31.94,70.0,0.239,0.164,0.227,0.746,3.742,57364.0,9.833,0.536,0.068,146.6,12.29,0.018,0.199,57302,0.069
42127,0.12,150.3,7.0,0.133,338.8,0.694,0.313,0.189,0.177,86.6,0.141,50.0,0.85,9426.0,48.0,60.25,46.0,0.129,0.188,0.291,0.953,4.081,45807.0,11.741,0.494,0.072,117.05,11.6,0.285,0.152,51548,0.005
26017,0.109,60.7,7.3,0.134,364.4,0.847,0.318,0.232,0.217,284.3,0.13,66.0,0.84,10435.0,189.0,80.09,54.0,0.122,0.228,0.343,0.762,4.257,42305.0,11.222,0.641,0.091,305.29,11.72,0.0,0.117,106832,0.003
23021,0.123,103.0,7.0,0.164,402.8,0.519,0.309,0.217,0.154,214.0,0.098,29.0,0.9,8442.0,193.0,70.95,93.0,0.142,0.277,0.348,0.848,4.321,36553.0,13.881,0.508,0.096,171.43,10.3,0.002,0.141,17124,0.002
20047,0.113,103.0,7.0,0.117,424.8,0.706,0.325,0.2075,0.1625,293.0,0.148,34.0,0.85,11820.0,34.0,58.04,34.0,0.193,0.175,0.199,0.848,3.458,45687.0,16.784,0.546,0.034,205.76,11.67,0.0,0.093,2945,0.036
13215,0.13,487.6,12.7,0.171,485.3,0.772,0.362,0.225,0.182,750.5,0.141,49.0,0.81,9386.0,229.0,47.62,91.0,0.181,0.34,0.496,0.68,4.975,40414.0,10.786,0.632,0.089,507.57,12.82,0.0,0.18,202824,0.015
32001,0.099,82.3,7.0,0.136,435.9,0.824,0.316,0.235,0.179,447.2,0.183,62.0,0.76,8817.0,91.0,86.08,49.0,0.233,0.21,0.336,0.76,3.93,50158.0,10.667,0.593,0.082,189.53,12.74,0.044,0.111,24063,0.026
48011,0.112,103.0,7.0,0.165,391.4,0.022,0.275,0.2075,0.1625,293.0,0.148,0.0,0.87,7906.0,92.0,65.31,0.0,0.224,0.155,0.273,0.848,4.099,52122.0,20.576,0.813,0.041,17.24,9.75,0.0,0.08,1949,0.018
33013,0.084,113.2,5.7,0.105,284.4,0.919,0.276,0.153,0.153,210.5,0.116,73.0,0.91,8249.0,274.0,49.94,119.0,0.123,0.108,0.273,0.839,4.066,64068.0,14.854,0.681,0.048,155.16,10.44,0.022,0.163,146849,0.007
12001,0.073,383.1,9.5,0.146,335.9,0.853,0.246,0.144,0.141,749.8,0.128,158.0,0.84,9610.0,464.0,58.38,134.0,0.204,0.257,0.39,0.704,6.295,39614.0,9.466,0.753,0.054,625.64,11.62,0.002,0.246,253451,0.013
13221,0.126,71.4,7.0,0.118,331.7,0.126,0.294,0.249,0.1625,294.2,0.15,7.0,0.88,9031.0,92.0,49.46,14.0,0.221,0.253,0.287,0.675,4.065,44026.0,10.261,0.509,0.059,383.61,13.08,0.018,0.106,14548,0.008
17093,0.071,32.6,6.4,0.106,241.9,0.924,0.312,0.163,0.187,188.8,0.13,35.0,0.88,9893.0,70.0,62.42,30.0,0.095,0.078,0.202,0.924,3.087,79648.0,4.742,0.751,0.083,134.2,12.8,0.004,0.14,119348,0.026
37081,0.098,461.9,9.9,0.122,330.3,0.939,0.282,0.167,0.134,788.2,0.139,54.0,0.89,8628.0,242.0,47.0,78.0,0.195,0.274,0.418,0.85,4.803,46093.0,11.939,0.675,0.083,460.43,12.61,0.008,0.169,506610,0.031
47095,0.113,187.0,7.0,0.207,573.5,0.52,0.354,0.249,0.1625,741.2,0.226,13.0,0.87,13678.0,13.0,114.7,50.5,0.161,0.449,0.543,0.825,4.851,28391.0,11.704,0.253,0.104,305.37,13.46,0.0,0.145,7731,0.006
8079,0.074,103.0,7.0,0.165,376.65,1.0,0.193,0.2075,0.1625,293.0,0.148,0.0,0.85,7106.0,0.0,65.31,141.0,0.191,0.14,0.0,0.848,4.616,50286.0,56.417,0.891,0.054,0.0,11.96,0.0,0.068,721,0.0
24045,0.11,269.6,8.2,0.138,372.2,0.9,0.346,0.188,0.133,704.4,0.133,77.0,0.84,9573.0,218.0,57.52,77.0,0.144,0.232,0.432,0.81,4.416,47536.0,9.836,0.604,0.081,625.36,11.98,0.017,0.194,100896,0.026
48373,0.122,163.1,10.9,0.225,561.8,0.677,0.336,0.286,0.083,284.7,0.281,26.0,0.82,9763.0,46.0,64.18,53.0,0.267,0.31,0.431,0.935,4.321,39833.0,8.323,0.428,0.079,211.3,8.96,0.096,0.146,45790,0.03
51059,0.066,259.8,4.6,0.074,172.5,0.989,0.195,0.111,0.203,165.7,0.071,93.0,0.85,7909.0,145.0,37.14,100.0,0.13,0.077,0.185,0.86,3.789,110658.0,8.037,0.797,0.043,89.96,12.69,0.0,0.147,1130924,0.067
21033,0.124,135.6,7.0,0.171,520.5,0.67,0.294,0.304,0.1625,324.7,0.162,31.0,0.81,10439.0,23.0,98.9,54.0,0.178,0.287,0.374,0.908,5.54,37317.0,23.193,0.551,0.07,181.75,14.48,0.172,0.121,12823,0.003
48233,0.104,36.9,11.0,0.257,514.0,0.818,0.332,0.2075,0.1625,301.1,0.158,27.0,0.83,10570.0,14.0,60.16,36.0,0.239,0.224,0.387,0.923,4.613,50060.0,18.703,0.569,0.053,763.98,10.27,0.266,0.107,21819,0.025
29075,0.113,103.0,7.0,0.209,367.4,0.608,0.318,0.194,0.1625,295.1,0.167,59.0,0.83,10418.0,59.0,105.47,44.0,0.198,0.218,0.284,0.848,3.908,39265.0,26.56,0.557,0.048,9.85,8.76,0.004,0.147,6775,0.006
2130,0.076,60.0,7.0,0.144,389.6,1.0,0.28,0.225,0.212,508.0,0.161,58.0,0.82,7968.0,219.0,50.92,94.0,0.247,0.143,0.276,0.77,3.804,62619.0,19.595,0.604,0.061,351.61,11.93,0.93,0.17,13729,0.006
21225,0.113,271.0,7.0,0.197,433.5,0.566,0.342,0.209,0.117,1494.9,0.172,40.0,0.85,11447.0,13.0,126.43,20.0,0.168,0.248,0.412,0.889,4.783,44595.0,15.488,0.56,0.071,88.45,14.26,0.0,0.133,15029,0.008
6055,0.074,165.1,5.5,0.167,248.6,0.936,0.241,0.085,0.237,246.7,0.094,77.0,0.8,9104.0,401.0,45.52,99.0,0.184,0.137,0.281,0.88,4.31,68619.0,7.192,0.577,0.063,383.63,7.55,0.405,0.254,140326,0.088
